Institution_ID,Institution_Name,Institution_Address,Institution_City,Institution_State,Institution_Zip,Institution_Web_Address,
131265,Icahn School of Medicine at Mount Sinai,1 Gustave L Levy Place,New York,NY,"10029-6574",www.mssm.edu,
171395,Illinois CareerPath Institute,160 North Wacker Drive,Chicago,IL,"60606",illinoiscareerpath.org,
115126,Indiana University Bloomington,107 S. Indiana Ave.,Bloomington,IN,"47405-7000",www.iu.edu,
231934,Infinity College,210 West Pine,Lafayette,LA,"70501",,
189060,Infotech Career College,"8527 Alondra Blvd., #173",Paramount,CA,"90723",www.infotechinst.com,
151209,Inter American University of Puerto Rico Ponce,104 Turpeaux Industrial Park Rd1,Mercedita,PR,"00715-1602",ponce.inter.edu,
209542,Inter-American Adventist Theological Seminary,PO Box 830518,Miami,FL,"33283",,
166832,International Baptist College,2211 W Germann Road,Chandler,AZ,"85286",www.ibcs.edu,
214740,International Institute for Restorative Practices,"544 Main Street, PO Box 229",Bethlehem,PA,"18016",www.iirp.org,
228927,International Institute of Chinese Medicine,P.O. Box 4991,Santa Fe,NM,"87502",,
212276,International Polytechnic Institute,2320 Martin Luther King Ave,Calexico,CA,"92231",,
207272,International Reformed University and Seminary,125 S. Vermont Avenue,Los Angeles,CA,"90004-5904",www.iruniv.org,
171216,International Technological University,355 W San Fernando Street,San Jose,CA,"95113",www.itu.edu,
130660,Iona College,715 North Ave,New Rochelle,NY,"10801-1890",www.iona.edu,
230214,Irish American University,404 East Savannah Road,Lewes,DE,"19958",,
230524,Ivy Christian College,"9401 Mathy Drive, Suite 200",Fairfax,VA,"22031",www.icavausa.org,
114859,Ivy Tech Community College of Indiana,50 W. Fall Creek Parkway N. Drive,Indianapolis,IN,"46208-5752",www.ivytech.edu/indianapolis/,
100353,J.F. Drake State Community and Technical College,3421 Meridian St North,Huntsville,AL,"35811",www.drakestate.edu,
100353,J.F. Drake State Community and Technical College,3421 Meridian St North,Huntsville,AL,"35811",www.drakestate.edu,
149417,James Rumsey Technical Institute,3274  Hedgesville Road,Martinsburg,WV,"25401-0259",www.jamesrumsey.com,
207476,"Jean's Nails, Etc.",356 North 100 West,Provo,UT,"84601",,
125453,Jefferson College,1000 Viking Dr,Hillsboro,MO,"63050-2440",WWW.JEFFCO.EDU,
188711,Jersey College,546 US Highway 46,Teterboro,NJ,"07608",www.cannj.com,
180063,John D. Rockefeller IV Career Center,95 Rockyside Road,New Cumberland,WV,"26047-9424",,
211112,John Paolo's Xtreme Beauty Institute,638 Columbia Street Extension,Latham,NY,"12110",www.johnpaulsinstitute.com/,
207157,Johnson & Wales University - Denver,7150 Montview Blvd,Denver,CO,"80220",,
189079,Joint Counterintelligence Training Academy,27130 Telegraph Road,Quantico,VA,"22134",,
189088,Joint Military Attache School (JMAS),"Building 6000, 200 MacDill Boulevard",Washington,DC,"20340",www.dia.mil,
113342,Kankakee Community College,100 College Drive,Kankakee,IL,"60901",www.kankakee.edu,
235398,Kapiolani Community College/University of HI Community Colleges,4303 Diamond Head Road,Honolulu,HI,"96816",,
157720,Kaplan College - Dallas,"12005 Ford Road, Suite 100",Dallas,TX,"75234",www.dallasparalegal.com,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
125499,Kennett Career and Technology Center,1400 W Washington,Kennett,MO,"63857",www.kennett.k12.mo.us,
212966,Keweenaw Bay Ojibwa Community College,"111 Beartown Road, PO Box 519",Baraga,MI,"49908",www.kbocc.org,
161882,Kirksville Area Technical Center,1103 S Cottage Grove,Kirksville,MO,"63501",,
156134,Knox County Career Center,306 Martinsburg Rd,Mount Vernon,OH,"43050",www.Kccc.K12.oh.us,
207397,Kohler Academy,13402 North Scottsdale Road,Scottsdale,AZ,"85254",www.kohleracademy.com,
119164,L.E. Fletcher Technical Community College,1407 Highway 311,Schriever,LA,"70395",www.ftcc.edu,
139986,La Salle University,1900 W Olney Ave,Philadelphia,PA,"19141-1199",www.lasalle.edu,
139986,La Salle University,1900 W Olney Ave,Philadelphia,PA,"19141-1199",www.lasalle.edu,
104735,La Sierra University,4500 Riverwalk Parkway,Riverside,CA,"92515-8247",www.lasierra.edu,
117052,Labette Community College,200 South 14th Street,Parsons,KS,"67357",www.labette.edu,
139995,Lackawanna College,501 Vine St,Scranton,PA,"18509-3206",www.lackawanna.edu,
125523,Lake Career and Technical Center,"PO Box 1409, Township Road",Camdenton,MO,"65020",,
160108,Lake Erie College of Osteopathic Medicine,1858 W Grandview Blvd,Erie,PA,"16509-1025",www.lecom.edu,
148803,Lake Washington Institute of Technology,11605 132nd Avenue NE,Kirkland,WA,"98034-8506",www.lwtech.edu,
150057,Lakeland College,"W3718 South Drive, Cth M",Plymouth,WI,"53073",www.lakeland.edu,
145309,Lamar University,4400 MLK,Beaumont,TX,"77705",www.lamar.edu,
138132,Lane Community College,4000 East 30th Avenue,Eugene,OR,"97405-0640",www.lanecc.edu,
137494,Langston University,102 Page Hall,Langston,OK,"73050",www.lunet.edu,
111461,Lanier Technical College,2990 Landrum Education Dr,Oakwood,GA,"30566",www.laniertech.edu,
150668,Laramie County Community College,1400 E College Dr,Cheyenne,WY,"82007-3299",www.lccc.wy.edu,
130819,Le Moyne College,1419 Salt Springs Rd,Syracuse,NY,"13214-1399",www.lemoyne.edu,
130819,Le Moyne College,1419 Salt Springs Rd,Syracuse,NY,"13214-1399",www.lemoyne.edu,
189097,Learey Technical Center,5410 North 20th Street,Tampa,FL,"33610",www.learey.org,
233505,Learning Bridge Career Institute,"1340 West Tunnel Blvd, Suite 110",Houma,LA,"70360",,
155946,Lebanon Technology and Career Center,757 Brice St,Lebanon,MO,"65536",,
125550,Lex La-Ray Technical Center,2323 High School Dr,Lexington,MO,"64067-1525",www.lexington.k12.mo.us,
212735,Lexington Baptist College,147 Walton Avenue,Lexington,KY,"40508",,
143525,Lincoln Memorial University,6965 Cumberland Gap Pky,Harrogate,TN,"37752-9900",www.lmunet.edu,
143251,Lipscomb University,3901 Granny White Pike,Nashville,TN,"37204-3951",www.lipscomb.edu,
143251,Lipscomb University,3901 Granny White Pike,Nashville,TN,"37204-3951",www.lipscomb.edu,
186812,Logos Evangelical Seminary,9358 Telstar Ave.,El Monte,CA,"91731",www.logos-seminary.edu/index_1.htm,
147712,Longwood University,201 High St,Farmville,VA,"23909",www.longwood.edu,
219383,Los Angeles Pacific College,"3350 Wilshire Boulevard, Suite 460",Los Angeles,CA,"90010",,
118763,Louisiana College,1140 College Dr,Pineville,LA,"71359",www.lacollege.edu,
211264,Louisiana Delta Community College,4014 LaSalle Street,Monroe,LA,"71203",www.ladelta.edu,
118675,Louisiana State University and A&M College,3810 West Lakeshore Drive,Baton Rouge,LA,"70808",www.lsu.edu,
207315,Louisville Bible College,8013 Damascus Road,Louisville,KY,"40228",www.louisvillebiblecollege.org,
210465,Love Beauty School,1161 Murfreesboro Highway,Manchester,TN,"37355",,
109837,Luther Rice University,3038 Evans Mill Rd,Lithonia,GA,"30038-2418",www.lru.edu,
210711,Lutheran Brethren Seminary,815 W. Vernon Ave,Fergus Falls,MN,"56537",www.lbs.edu,
147730,Lynchburg College,1501 Lakeside Dr,Lynchburg,VA,"24501-3199",www.lynchburg.edu,
231943,Lyndon B. Johnson Job Corps Civilian Conservation Center,3170 Wayah Road,Franklin,NC,"28734",,
149824,Madison Area Technical College,3550 Anderson St,Madison,WI,"53704",matcmadison.edu,
210474,Manhattan Institute,"45 West 34th Street, 5th Floor",New York,NY,"10001",www.manhattaninstitute.com,
140243,Mansfield University of Pennsylvania,Academy Street,Mansfield,PA,"16933",www.mansfield.edu,
229498,Manthano Christian College,6420 N. Newburgh Road,Westland,MI,"48185",www.manthanochristian.org,
174464,Maple Springs Baptist Bible College and Seminary,4130 Belt Road,Capital Heights,MD,"20743",www.msbbcs.edu,
211510,Maplewood Career Center,7075 State Route 88,Ravena,OH,"44266",www.mwood.cc,
189158,Marchman Technical Education Center,7825 Campus Drive,New Port Richey,FL,"34653",mtec.pasco.k12.fl.us,
207360,Maritime Institute,"1310 Rosecrans Street, Suite G",San Diego,CA,"92106",www.maritimeinstitute.com,
228936,Maryland Institute of Traditional Chinese Medicine,7500 Pearl Street Ste. 201,Bethesda,MD,"20814",,
120430,Maryland University of Integrative Health,7750 Montpelier Road,Laurel,MD,"20723",www.tai.edu,
121381,Massachusetts College of Pharmacy & Health Sciences,179 Longwood Ave,Boston,MA,"02115-5896",www.mcphs.edu,
190150,Mater Ecclesiae College,60 Austin Avenue,Greenville,RI,"02828",www.mecollege.org,
231952,Med Academy,"3420 West 84th Street, Suite 106",Hialeah,FL,"33018",,
142461,Medical University of South Carolina,171 Ashley Ave,Charleston,SC,"29425-0100",www.musc.edu,
136057,Medina County Career Center,1101 W Liberty St,Medina,OH,"44256",mccc-jvsd.org,
149462,Mercer County Technical Education Center,1397 Stafford Dr,Princeton,WV,"24740",,
111540,Mercer University,1400 Coleman Avenue,Macon,GA,"31207",www.mercer.edu,
116217,Mercy College of Health Sciences,928 Sixth Ave,Des Moines,IA,"50309-1239",www.mchs.edu,
161998,Messenger College,400 S. Industrial Boulevard,Euless,TX,"76040",www.messengercollege.edu,
107664,Metropolitan State University of Denver,PO Box 173362,Denver,CO,"80217-3362",www.mscd.edu,
122843,Michigan State University,450 Administration Bldg.,East Lansing,MI,"48824-1046",www.msu.edu,
122889,Mid Michigan Community College,1375 S Clare Ave,Harrison,MI,"48625-9447",www.midmich.edu,
183451,Mid-America Reformed Seminary,229 Seminary Drive,Dyer,IN,"46311",www.midamerica.edu,
183451,Mid-America Reformed Seminary,229 Seminary Drive,Dyer,IN,"46311",www.midamerica.edu,
157775,Midwest College of Oriental Medicine,"6232 Bankers Road, Suites 5 & 6",Racine,WI,"53403-9747",www.Acupuncture.edu,
157775,Midwest College of Oriental Medicine,"6232 Bankers Road, Suites 5 & 6",Racine,WI,"53403-9747",www.Acupuncture.edu,
167987,Midwest College of Oriental Medicine,"4334 N Hazel, Suite 206",Chicago,IL,"60613-1429",www.Acupuncture.edu,
167987,Midwest College of Oriental Medicine,"4334 N Hazel, Suite 206",Chicago,IL,"60613-1429",www.Acupuncture.edu,
167987,Midwest College of Oriental Medicine,"4334 N Hazel, Suite 206",Chicago,IL,"60613-1429",www.Acupuncture.edu,
168874,Midwest University,851 Parr Rd,Wentzville,MO,"63385",www.midwest.edu,
211501,Midwestern Career College,"20 Wacker Drive, Suite 3800",Chicago,IL,"60606",citi-college.com/intro.htm,
112613,Midwestern University,555 31st Street,Downers Grove,IL,"60515-5514",www.midwestern.edu,
232159,Midwestern University - Glendale College of Optometry,19555 N 59th Ave,Glendale,AZ,"85308",,
125718,Mineral Area College,5270 Flat River Road,Park Hills,MO,"63601-1000",WWW.MINERALAREA.EDU,
154998,Mineral County Technical Center,Harley O Staggers Sr Dr Ste 600,Keyser,WV,"26726",,
190211,Moberly Area Technical Center,1623 Gratz Brown Road,Moberly,MO,"65270",,
101329,Mohave Community College,1971 Jagerson Ave,Kingman,AZ,"86409-1238",www.mohave.edu,
207564,Monroe 2 - Orleans BOCES Center for Workforce Development,160 Wallace Way,Rochester,NY,"14626",www.cwdadulteducation.org,
187976,Montachusett Regional Vocational Technical School,1050 Westminster Street,Fitchburg,MA,"01420",,
207324,Montana Bible College,3625 S 19th Ave,Bozeman,MT,"59718-9108",www.montanabiblecollege.edu,
219648,Moody Theological Seminary and Graduate School - Chicago,"820 N. LaSalle Blvd, Smith 319",Chicago,IL,"60560",,
164492,Moody Theological Seminary and Graduate School - Michigan,41550 E Ann Arbor Trail,Plymouth,MI,"48170",www.mts.edu,
230533,Morthland College,202 East Oak Street,West Frankfort,IL,"62896",www.morthland.org,
111586,Moultrie Technical College,800 Veterans Parkway North,Moultrie,GA,"31788",www.moultrietech.org,
226772,MT Training Center,1801 S. Great Southwest Parkway,Grand Prairie,TX,"75051",,
157580,Mt. Diablo  Adult Education,1266 San Carlos Avenue,Concord,CA,"94518",mdusd.k12.ca.us/adulted,
138239,Multnomah University,8435 NE Glisan St,Portland,OR,"97220",www.multnomah.edu,
219000,National Interscholastic Athletic Administrators,"9100 Keystone Crossing, Suite 650",Indianapolis,IN,"46240",,
174206,National Midwifery Institute,P.O. Box 128,Bristol,VT,"05443-0128",www.nationalmidwiferyinstitute.com,
151324,National University College - Bayamon,"Highway #2, Ramos Building",Bayamon,PR,"00960",www.nationalcollegepr.edu,
113786,National University of Health Sciences,200 E Roosevelt Rd,Lombard,IL,"60148-4583",www.nuhs.edu,
113786,National University of Health Sciences,200 E Roosevelt Rd,Lombard,IL,"60148-4583",www.nuhs.edu,
126979,Nebraska Methodist College of Nursing and Allied Health,720 N. 87th Street,Omaha,NE,"68114",www.methodistcollege.edu,
170213,Nevada State College at Henderson,1125 Nevada State Drive,Henderson,NV,"89015",www.nsc.nevada.edu,
141918,New England Institute of Technology,One New England Boulevard,East Greenwich,RI,"02818-1205",www.neit.edu,
229780,New Horizons Medical Institute,"5675 Jimmy Carter Blvd., Suite J",Norcross,GA,"30071",,
189343,New Life Academy of Information Technology,114 West Fifth Street,East Liverpool,OH,"43920",www.newlife-academy.us,
168999,New Saint Andrews College,405 S. Main Street,Moscow,ID,"83843",www.nsa.edu,
162247,New York College of Health Professions,6801 Jericho Turnpike,Syosset,NY,"11791-4413",www.nycollege.edu,
162247,New York College of Health Professions,6801 Jericho Turnpike,Syosset,NY,"11791-4413",www.nycollege.edu,
189361,New York Medical Career Training Center,"36-09 Main Street,  5th Floor",Flushing,NY,"11354",www.nymedtraining.com,
105543,NewSchool of Architecture and Design,1249 F St,San Diego,CA,"92101",www.newschoolarch.edu,
118888,Nicholls State University,University Station  La Hwy 1,Thibodaux,LA,"70310",www.nicholls.edu,
125949,Nichols Career Center,605 Union Street,Jefferson City,MO,"65101",www.oseda.missouri.edu/mupartners/JeffersonCity/,
211176,Nizhoni Institute of Midwifery,3802 Alameda Way,Bonita,CA,"91902",,
133854,North Carolina A & T State University,1601 East Market Street,Greensboro,NC,"27411",www.ncat.edu,
111601,North Georgia Technical College,1500 Highway 197 North,Clarkesville,GA,"30523",www.northgatech.edu,
154323,North Metro Technical College,5198 Ross Rd,Acworth,GA,"30102",www.northmetrotech.edu/,
136312,Northeast Ohio Medical University,4209 State Route 44,Rootstown,OH,"44272-0095",www.neoucom.edu,
216542,Northeast Technical Institute,"51 US Route 1, Suite K",Scarborough,ME,"04074",,
124070,Northland Community and Technical College,1101 Hwy # 1 East,Thief River Falls,MN,"56701",www.northlandcollege.edu,
187781,Northland International University,W10085 Pike Plains Road,Dunbar,WI,"54119",www.ni.edu,
142063,Northpoint Bible College,320 S. Main Street,Haverhill,MA,"01830",www.zbc.edu,
148867,Northwest Baptist Seminary,4301 N Stevens,Tacoma,WA,"98407-6699",www.nbs.edu,
108384,Norwalk Community College,188 Richards Avenue,Norwalk,CT,"06854",www.ncc.commnet.edu,
187994,Norwich Technical High School,7 Mahan Drive,Norwich,CT,"06360",,
154332,Ogeechee Technical College,One Joe Kennedy Blvd,Statesboro,GA,"30458",www.ogeecheetech.edu,
229036,Ohio Institute of Allied Health,6455 Old Troy Pike,Huber Heights,OH,"45424",,
217572,Ohio Medical Career College,"1133 S Edwin C. Moses Blvd, Suite 110",Dayton,OH,"45417",,
136950,Ohio Mid-Western College,10765 Reading Road,Cincinnati,OH,"45241",www.ohiomidwestern.org,
152567,Okefenokee Technical College,1701 Carswell Ave,Waycross,GA,"31503",www.okefenokeetech.org,
137652,Oklahoma City University,2501 N Blackwelder,Oklahoma City,OK,"73106-1402",www.okcu.edu,
207281,Olivet University,36401 Tripp Flats Road,Anza,CA,"92539",www.olivetuniversity.edu,
229249,OPMI Business School,"116 John Street, 2nd Floor",New York,NY,"10038",,
138318,Oregon College of Art and Craft,8245 SW Barnes Rd,Portland,OR,"97225",www.ocac.edu,
155229,Oregon College of Oriental Medicine,10525 SE Cherry Blossom Dr,Portland,OR,"97216",www.ocom.edu,
219408,Ouachita Job Corps Center,570 Job Corps Road,Royal,AR,"71968",ouachita.jobcorps.gov/home.aspx,
174525,Oxford Graduate School,500 Oxford Dr,Dayton,TN,"38403",www.ogs.edu,
156903,Pacific College of Oriental Medicine,7445 Mission Valley Rd Ste 105,San Diego,CA,"92108-4407",www.PacificCollege.edu,
170958,Pacific College of Oriental Medicine,"65 East Wacker Drive, 21st Floor",Chicago,IL,"60601",www.PacificCollege.edu,
168564,Pacific Islands University,172 Kinney's Road,Mangilao,GU,"96913-5917",www.piu.edu,
192059,Pacific Northwest University of Health Sciences,111 S. 33rd Street Suite 104,Yakima,WA,"98901",,
138354,Pacific University,2043 College Way,Forest Grove,OR,"97116",www.pacificu.edu,
113917,Parkland College,2400 W Bradley Ave,Champaign,IL,"61821-1899",www.parkland.edu,
174534,Patrick Henry College,10 Patrick Henry Circle,Purcellville,VA,"20132",www.phc.edu,
226781,Paul Mitchell The School - Jersey Shore,712 Route 70,Brick,NJ,"08723",,
190336,Pemiscot County Career & Technology Center,1317 West State Highway 84,Hayti,MO,"63851",,
140845,Pennsylvania Academy of the Fine Arts,1301 Cherry Street,Philadelphia,PA,"19107-2095",WWW.PAFA.ORG,
140881,Pennsylvania College of Art and Design,204 N Prince St,Lancaster,PA,"17608-0059",www.pcad.edu,
140711,Pennsylvania State University - Penn State Main Campus,201 Old Main,University Park,PA,"16802-1589",www.psu.edu/,
227216,Pensacola Christian College,250 Brent Lane,Pensacola,FL,"32503",www.pcci.edu,
157340,Phoenix Seminary,"4222 East Thomas Road, Suite 400",Phoenix,AZ,"85018",www.phoenixseminary.edu,
232201,PiBerry Institute,27068 South Dixie Highway,Naranja,FL,"33032",,
160047,Pickaway-Ross Career and Technology Center,895 Crouse Chapel Rd,Chillicothe,OH,"45601-9010",,
211547,Pike County Career Technology Center,175 Beaver Creek Rd,Piketon,OH,"45661",www.pikectc.org,
153205,Pike-Lincoln Technical Center,342 Vo-Tech Rd,Eolia,MO,"63344",pltc.k12.mo.us,
169257,Pillar College,10 College Way,Zarephath,NJ,"08890-9035",www.somerset.edu,
